VEHICLE_ID,YEAR,MAKE,MODEL,TOTAL_COUNT,KEEP
6724324,2011,JEEP,WRANGLER SPT,1075,True
7397781,2014,JEEP,WRANGLER SPT,1075,True
7397785,2018,JEEP,WRANGLER SPT,1075,True
7397830,2018,JEEP,WRANGLER SPT,1075,True
7397978,2015,JEEP,WRANGLER SPT,1075,True
7397981,2018,JEEP,WRANGLER SPT,1075,True
7397986,2018,JEEP,WRANGLER SPT,1075,True
7397989,2019,JEEP,WRANGLER SPT,1075,True
7397990,2018,JEEP,WRANGLER SPT,1075,True
7397991,2019,JEEP,WRANGLER SPT,1075,True
7397992,2020,JEEP,WRANGLER SPT,1075,True
7398222,2018,JEEP,WRANGLER SPT,1075,True
7398228,2018,JEEP,WRANGLER SPT,1075,True
7398401,2018,JEEP,WRANGLER SPT,1075,True
7398770,2018,JEEP,WRANGLER SPT,1075,True
7398771,2019,JEEP,WRANGLER SPT,1075,True
7398773,2018,JEEP,WRANGLER SPT,1075,True
7398774,2019,JEEP,WRANGLER SPT,1075,True
7398778,2018,JEEP,WRANGLER SPT,1075,True
7398779,2019,JEEP,WRANGLER SPT,1075,True
7398781,2019,JEEP,WRANGLER SPT,1075,True
7433660,2010,JEEP,WRANGLER SPT,1075,True
7480079,2019,JEEP,WRANGLER SPT,1075,True
7480093,2020,JEEP,WRANGLER SPT,1075,True
7484920,2020,JEEP,WRANGLER SPT,1075,True
7484921,2020,JEEP,WRANGLER SPT,1075,True
7488345,2018,JEEP,WRANGLER SPT,1075,True
7492556,2020,JEEP,WRANGLER SPT,1075,True
7502182,2021,JEEP,WRANGLER SPT,1075,True
7506500,2020,JEEP,WRANGLER SPT,1075,True
7507258,2020,JEEP,WRANGLER SPT,1075,True
7512579,2021,JEEP,WRANGLER SPT,1075,True
7517742,2021,JEEP,WRANGLER SPT,1075,True
7522178,2018,JEEP,WRANGLER SPT,1075,True
7530178,2021,JEEP,WRANGLER SPT,1075,True
7541895,2021,JEEP,WRANGLER SPT,1075,True
7560862,2019,JEEP,WRANGLER SPT,1075,True
7560867,2021,JEEP,WRANGLER SPT,1075,True
7567548,2022,JEEP,WRANGLER SPT,1075,True
7567549,2022,JEEP,WRANGLER SPT,1075,True
7567550,2022,JEEP,WRANGLER SPT,1075,True
6076945,2015,JEEP,RENEGADE LATITUDE,1540,True
6076946,2016,JEEP,RENEGADE LATITUDE,1540,True
6077525,2016,JEEP,RENEGADE LATITUDE,1540,True
6078516,2015,JEEP,RENEGADE LATITUDE,1540,True
6078517,2015,JEEP,RENEGADE LATITUDE,1540,True
6082251,2016,JEEP,RENEGADE LATITUDE,1540,True
6082252,2016,JEEP,RENEGADE LATITUDE,1540,True
6082437,2015,JEEP,RENEGADE LATITUDE,1540,True
6082439,2017,JEEP,RENEGADE LATITUDE,1540,True
6082440,2015,JEEP,RENEGADE LATITUDE,1540,True
6082447,2016,JEEP,RENEGADE LATITUDE,1540,True
6082449,2015,JEEP,RENEGADE LATITUDE,1540,True
6082451,2017,JEEP,RENEGADE LATITUDE,1540,True
6082452,2015,JEEP,RENEGADE LATITUDE,1540,True
6082460,2016,JEEP,RENEGADE LATITUDE,1540,True
6085030,2017,JEEP,RENEGADE LATITUDE,1540,True
6085034,2015,JEEP,RENEGADE LATITUDE,1540,True
6085036,2017,JEEP,RENEGADE LATITUDE,1540,True
6085037,2018,JEEP,RENEGADE LATITUDE,1540,True
7392234,2015,JEEP,RENEGADE LATITUDE,1540,True
7392237,2016,JEEP,RENEGADE LATITUDE,1540,True
7392272,2016,JEEP,RENEGADE LATITUDE,1540,True
7392362,2017,JEEP,RENEGADE LATITUDE,1540,True
7392390,2016,JEEP,RENEGADE LATITUDE,1540,True
7392391,2017,JEEP,RENEGADE LATITUDE,1540,True
7392540,2017,JEEP,RENEGADE LATITUDE,1540,True
7392541,2018,JEEP,RENEGADE LATITUDE,1540,True
7398422,2016,JEEP,RENEGADE LATITUDE,1540,True
7398423,2017,JEEP,RENEGADE LATITUDE,1540,True
7398424,2018,JEEP,RENEGADE LATITUDE,1540,True
7398567,2015,JEEP,RENEGADE LATITUDE,1540,True
7399260,2017,JEEP,RENEGADE LATITUDE,1540,True
7399261,2019,JEEP,RENEGADE LATITUDE,1540,True
7399483,2015,JEEP,RENEGADE LATITUDE,1540,True
7399484,2018,JEEP,RENEGADE LATITUDE,1540,True
7399966,2018,JEEP,RENEGADE LATITUDE,1540,True
7399970,2018,JEEP,RENEGADE LATITUDE,1540,True
7444808,2018,JEEP,RENEGADE LATITUDE,1540,True
7444816,2019,JEEP,RENEGADE LATITUDE,1540,True
7475605,2015,JEEP,RENEGADE LATITUDE,1540,True
7475620,2015,JEEP,RENEGADE LATITUDE,1540,True
7475677,2018,JEEP,RENEGADE LATITUDE,1540,True
7475689,2018,JEEP,RENEGADE LATITUDE,1540,True
7475692,2020,JEEP,RENEGADE LATITUDE,1540,True
7475860,2019,JEEP,RENEGADE LATITUDE,1540,True
7479666,2020,JEEP,RENEGADE LATITUDE,1540,True
7480417,2020,JEEP,RENEGADE LATITUDE,1540,True
7483384,2017,JEEP,RENEGADE LATITUDE,1540,True
7484938,2020,JEEP,RENEGADE LATITUDE,1540,True
7487328,2020,JEEP,RENEGADE LATITUDE,1540,True
7487612,2019,JEEP,RENEGADE LATITUDE,1540,True
7488316,2020,JEEP,RENEGADE LATITUDE,1540,True
7491163,2020,JEEP,RENEGADE LATITUDE,1540,True
7491214,2019,JEEP,RENEGADE LATITUDE,1540,True
7492307,2019,JEEP,RENEGADE LATITUDE,1540,True
7494153,2019,JEEP,RENEGADE LATITUDE,1540,True
7496879,2020,JEEP,RENEGADE LATITUDE,1540,True
7499101,2016,JEEP,RENEGADE LATITUDE,1540,True
7506508,2019,JEEP,RENEGADE LATITUDE,1540,True
7512548,2021,JEEP,RENEGADE LATITUDE,1540,True
7512553,2021,JEEP,RENEGADE LATITUDE,1540,True
7517758,2021,JEEP,RENEGADE LATITUDE,1540,True
7523924,2021,JEEP,RENEGADE LATITUDE,1540,True
7526453,2021,JEEP,RENEGADE LATITUDE,1540,True
7530195,2021,JEEP,RENEGADE LATITUDE,1540,True
7537282,2021,JEEP,RENEGADE LATITUDE,1540,True
7558978,2021,JEEP,RENEGADE LATITUDE,1540,True
7558979,2021,JEEP,RENEGADE LATITUDE,1540,True
7560876,2021,JEEP,RENEGADE LATITUDE,1540,True
7563091,2022,JEEP,RENEGADE LATITUDE,1540,True
7563814,2022,JEEP,RENEGADE LATITUDE,1540,True
7563818,2022,JEEP,RENEGADE LATITUDE,1540,True
7563820,2022,JEEP,RENEGADE LATITUDE,1540,True
7571543,2022,JEEP,RENEGADE LATITUDE,1540,True
6078432,2014,DODGE,JOURNEY SE,3088,True
6078845,2013,DODGE,JOURNEY SE,3088,True
6083398,2014,DODGE,JOURNEY SE,3088,True
6083399,2015,DODGE,JOURNEY SE,3088,True
6083400,2012,DODGE,JOURNEY SE,3088,True
6083402,2014,DODGE,JOURNEY SE,3088,True
6083403,2015,DODGE,JOURNEY SE,3088,True
6083404,2016,DODGE,JOURNEY SE,3088,True
6083405,2017,DODGE,JOURNEY SE,3088,True
6083406,2014,DODGE,JOURNEY SE,3088,True
6083407,2015,DODGE,JOURNEY SE,3088,True
6084551,2012,DODGE,JOURNEY SE,3088,True
6084552,2013,DODGE,JOURNEY SE,3088,True
6084554,2017,DODGE,JOURNEY SE,3088,True
6099433,2010,DODGE,JOURNEY SE,3088,True
6099894,2010,DODGE,JOURNEY SE,3088,True
6874024,2015,DODGE,JOURNEY SE,3088,True
6874026,2015,DODGE,JOURNEY SE,3088,True
7040462,2012,DODGE,JOURNEY SE,3088,True
7040480,2017,DODGE,JOURNEY SE,3088,True
7051968,2016,DODGE,JOURNEY SE,3088,True
7052306,2014,DODGE,JOURNEY SE,3088,True
7052630,2016,DODGE,JOURNEY SE,3088,True
7053241,2017,DODGE,JOURNEY SE,3088,True
7053488,2012,DODGE,JOURNEY SE,3088,True
7053502,2012,DODGE,JOURNEY SE,3088,True
7053503,2013,DODGE,JOURNEY SE,3088,True
7053504,2014,DODGE,JOURNEY SE,3088,True
7053505,2016,DODGE,JOURNEY SE,3088,True
7053506,2017,DODGE,JOURNEY SE,3088,True
7053843,2015,DODGE,JOURNEY SE,3088,True
7053844,2014,DODGE,JOURNEY SE,3088,True
7053846,2016,DODGE,JOURNEY SE,3088,True
7053850,2016,DODGE,JOURNEY SE,3088,True
7053863,2014,DODGE,JOURNEY SE,3088,True
7398415,2013,DODGE,JOURNEY SE,3088,True
7399186,2018,DODGE,JOURNEY SE,3088,True
7399453,2018,DODGE,JOURNEY SE,3088,True
7399460,2018,DODGE,JOURNEY SE,3088,True
7399461,2018,DODGE,JOURNEY SE,3088,True
7399462,2019,DODGE,JOURNEY SE,3088,True
7402748,2010,DODGE,JOURNEY SE,3088,True
7437177,2018,DODGE,JOURNEY SE,3088,True
7437178,2017,DODGE,JOURNEY SE,3088,True
7437420,2019,DODGE,JOURNEY SE,3088,True
7444574,2016,DODGE,JOURNEY SE,3088,True
7444617,2018,DODGE,JOURNEY SE,3088,True
7445041,2015,DODGE,JOURNEY SE,3088,True
7445112,2017,DODGE,JOURNEY SE,3088,True
7445136,2019,DODGE,JOURNEY SE,3088,True
7445286,2018,DODGE,JOURNEY SE,3088,True
7445300,2019,DODGE,JOURNEY SE,3088,True
7478744,2019,DODGE,JOURNEY SE,3088,True
7480411,2019,DODGE,JOURNEY SE,3088,True
7481268,2019,DODGE,JOURNEY SE,3088,True
7487330,2019,DODGE,JOURNEY SE,3088,True
7502640,2018,DODGE,JOURNEY SE,3088,True
6087588,2015,RAM,1500 EXT. CAB SLT,1027,True
6087592,2013,RAM,1500 EXT. CAB SLT,1027,True
6087593,2013,RAM,1500 EXT. CAB SLT,1027,True
6087594,2014,RAM,1500 EXT. CAB SLT,1027,True
6087595,2017,RAM,1500 EXT. CAB SLT,1027,True
6087682,2013,RAM,1500 EXT. CAB SLT,1027,True
6087683,2013,RAM,1500 EXT. CAB SLT,1027,True
6087697,2013,RAM,1500 EXT. CAB SLT,1027,True
6087845,2016,RAM,1500 EXT. CAB SLT,1027,True
6087893,2013,RAM,1500 EXT. CAB SLT,1027,True
6087907,2013,RAM,1500 EXT. CAB SLT,1027,True
6087909,2015,RAM,1500 EXT. CAB SLT,1027,True
6087976,2014,RAM,1500 EXT. CAB SLT,1027,True
6088007,2015,RAM,1500 EXT. CAB SLT,1027,True
6088008,2015,RAM,1500 EXT. CAB SLT,1027,True
6088061,2016,RAM,1500 EXT. CAB SLT,1027,True
6088082,2015,RAM,1500 EXT. CAB SLT,1027,True
6088134,2015,RAM,1500 EXT. CAB SLT,1027,True
6088311,2014,RAM,1500 EXT. CAB SLT,1027,True
6088499,2014,RAM,1500 EXT. CAB SLT,1027,True
6089306,2013,RAM,1500 EXT. CAB SLT,1027,True
6089307,2014,RAM,1500 EXT. CAB SLT,1027,True
6089309,2017,RAM,1500 EXT. CAB SLT,1027,True
6089317,2016,RAM,1500 EXT. CAB SLT,1027,True
6089318,2013,RAM,1500 EXT. CAB SLT,1027,True
6089338,2014,RAM,1500 EXT. CAB SLT,1027,True
6089339,2015,RAM,1500 EXT. CAB SLT,1027,True
6089340,2016,RAM,1500 EXT. CAB SLT,1027,True
6089341,2017,RAM,1500 EXT. CAB SLT,1027,True
6089349,2014,RAM,1500 EXT. CAB SLT,1027,True
6089351,2016,RAM,1500 EXT. CAB SLT,1027,True
6089352,2017,RAM,1500 EXT. CAB SLT,1027,True
6089357,2014,RAM,1500 EXT. CAB SLT,1027,True
6089358,2015,RAM,1500 EXT. CAB SLT,1027,True
6089359,2014,RAM,1500 EXT. CAB SLT,1027,True
6089361,2016,RAM,1500 EXT. CAB SLT,1027,True
6089362,2017,RAM,1500 EXT. CAB SLT,1027,True
6090123,2016,RAM,1500 EXT. CAB SLT,1027,True
6090124,2017,RAM,1500 EXT. CAB SLT,1027,True
6090160,2014,RAM,1500 EXT. CAB SLT,1027,True
6090161,2015,RAM,1500 EXT. CAB SLT,1027,True
6090162,2016,RAM,1500 EXT. CAB SLT,1027,True
6090175,2015,RAM,1500 EXT. CAB SLT,1027,True
6090176,2016,RAM,1500 EXT. CAB SLT,1027,True
6090181,2015,RAM,1500 EXT. CAB SLT,1027,True
6090182,2017,RAM,1500 EXT. CAB SLT,1027,True
6090187,2015,RAM,1500 EXT. CAB SLT,1027,True
6090188,2016,RAM,1500 EXT. CAB SLT,1027,True
6090189,2017,RAM,1500 EXT. CAB SLT,1027,True
6090190,2014,RAM,1500 EXT. CAB SLT,1027,True
6090191,2015,RAM,1500 EXT. CAB SLT,1027,True
6090192,2016,RAM,1500 EXT. CAB SLT,1027,True
6090193,2017,RAM,1500 EXT. CAB SLT,1027,True
7060068,2015,RAM,1500 EXT. CAB SLT,1027,True
7400775,2016,RAM,1500 EXT. CAB SLT,1027,True
7400776,2017,RAM,1500 EXT. CAB SLT,1027,True
7400942,2018,RAM,1500 EXT. CAB SLT,1027,True
7401048,2018,RAM,1500 EXT. CAB SLT,1027,True
7401160,2018,RAM,1500 EXT. CAB SLT,1027,True
7401215,2017,RAM,1500 EXT. CAB SLT,1027,True
7401459,2018,RAM,1500 EXT. CAB SLT,1027,True
7401460,2018,RAM,1500 EXT. CAB SLT,1027,True
7401473,2018,RAM,1500 EXT. CAB SLT,1027,True
7401475,2018,RAM,1500 EXT. CAB SLT,1027,True
7401713,2018,RAM,1500 EXT. CAB SLT,1027,True
7401724,2017,RAM,1500 EXT. CAB SLT,1027,True
7401731,2018,RAM,1500 EXT. CAB SLT,1027,True
7401732,2018,RAM,1500 EXT. CAB SLT,1027,True
7445826,2017,RAM,1500 EXT. CAB SLT,1027,True
7445827,2018,RAM,1500 EXT. CAB SLT,1027,True
7480121,2016,RAM,1500 EXT. CAB SLT,1027,True
7501221,2018,RAM,1500 EXT. CAB SLT,1027,True
7501222,2016,RAM,1500 EXT. CAB SLT,1027,True
7517822,2013,RAM,1500 EXT. CAB SLT,1027,True
6087590,2013,RAM,1500 CC SLT,1192,True
6087632,2014,RAM,1500 CC SLT,1192,True
6087633,2014,RAM,1500 CC SLT,1192,True
6087639,2014,RAM,1500 CC SLT,1192,True
6087650,2014,RAM,1500 CC SLT,1192,True
6087652,2014,RAM,1500 CC SLT,1192,True
6087653,2015,RAM,1500 CC SLT,1192,True
6087686,2015,RAM,1500 CC SLT,1192,True
6087688,2016,RAM,1500 CC SLT,1192,True
6087706,2016,RAM,1500 CC SLT,1192,True
6087707,2014,RAM,1500 CC SLT,1192,True
6087784,2017,RAM,1500 CC SLT,1192,True
6087836,2015,RAM,1500 CC SLT,1192,True
6087851,2013,RAM,1500 CC SLT,1192,True
6087896,2016,RAM,1500 CC SLT,1192,True
6087903,2013,RAM,1500 CC SLT,1192,True
6087952,2013,RAM,1500 CC SLT,1192,True
6087956,2017,RAM,1500 CC SLT,1192,True
6088017,2015,RAM,1500 CC SLT,1192,True
6088097,2017,RAM,1500 CC SLT,1192,True
6088098,2015,RAM,1500 CC SLT,1192,True
6088135,2015,RAM,1500 CC SLT,1192,True
6088298,2013,RAM,1500 CC SLT,1192,True
6088344,2013,RAM,1500 CC SLT,1192,True
6088362,2014,RAM,1500 CC SLT,1192,True
6088436,2016,RAM,1500 CC SLT,1192,True
6088454,2016,RAM,1500 CC SLT,1192,True
6088456,2013,RAM,1500 CC SLT,1192,True
6088509,2018,RAM,1500 CC SLT,1192,True
6088510,2016,RAM,1500 CC SLT,1192,True
6088522,2014,RAM,1500 CC SLT,1192,True
6088523,2014,RAM,1500 CC SLT,1192,True
6088592,2014,RAM,1500 CC SLT,1192,True
6089510,2014,RAM,1500 CC SLT,1192,True
6089513,2015,RAM,1500 CC SLT,1192,True
6089528,2013,RAM,1500 CC SLT,1192,True
6089551,2014,RAM,1500 CC SLT,1192,True
6089552,2015,RAM,1500 CC SLT,1192,True
6089553,2016,RAM,1500 CC SLT,1192,True
6089554,2017,RAM,1500 CC SLT,1192,True
6089566,2017,RAM,1500 CC SLT,1192,True
6089569,2015,RAM,1500 CC SLT,1192,True
6089570,2017,RAM,1500 CC SLT,1192,True
6089575,2015,RAM,1500 CC SLT,1192,True
6089576,2016,RAM,1500 CC SLT,1192,True
6089577,2017,RAM,1500 CC SLT,1192,True
6089578,2014,RAM,1500 CC SLT,1192,True
6089580,2016,RAM,1500 CC SLT,1192,True
6089581,2017,RAM,1500 CC SLT,1192,True
6089585,2013,RAM,1500 CC SLT,1192,True
6089782,2013,RAM,1500 CC SLT,1192,True
6089784,2017,RAM,1500 CC SLT,1192,True
6089786,2014,RAM,1500 CC SLT,1192,True
6089787,2015,RAM,1500 CC SLT,1192,True
6089794,2013,RAM,1500 CC SLT,1192,True
6089795,2014,RAM,1500 CC SLT,1192,True
6089796,2015,RAM,1500 CC SLT,1192,True
6089797,2016,RAM,1500 CC SLT,1192,True
6089798,2017,RAM,1500 CC SLT,1192,True
6089799,2015,RAM,1500 CC SLT,1192,True
6089800,2013,RAM,1500 CC SLT,1192,True
6089801,2014,RAM,1500 CC SLT,1192,True
6089802,2015,RAM,1500 CC SLT,1192,True
6089803,2016,RAM,1500 CC SLT,1192,True
6089805,2015,RAM,1500 CC SLT,1192,True
6089806,2016,RAM,1500 CC SLT,1192,True
6089807,2017,RAM,1500 CC SLT,1192,True
6089808,2018,RAM,1500 CC SLT,1192,True
6089818,2016,RAM,1500 CC SLT,1192,True
6089819,2017,RAM,1500 CC SLT,1192,True
6089820,2018,RAM,1500 CC SLT,1192,True
6090401,2015,RAM,1500 CC SLT,1192,True
6090403,2017,RAM,1500 CC SLT,1192,True
6090404,2013,RAM,1500 CC SLT,1192,True
6090414,2017,RAM,1500 CC SLT,1192,True
6090426,2013,RAM,1500 CC SLT,1192,True
6090454,2014,RAM,1500 CC SLT,1192,True
6090455,2015,RAM,1500 CC SLT,1192,True
6090456,2016,RAM,1500 CC SLT,1192,True
6090457,2017,RAM,1500 CC SLT,1192,True
6090469,2013,RAM,1500 CC SLT,1192,True
6090479,2014,RAM,1500 CC SLT,1192,True
6090480,2015,RAM,1500 CC SLT,1192,True
6090481,2016,RAM,1500 CC SLT,1192,True
6090482,2017,RAM,1500 CC SLT,1192,True
6090486,2014,RAM,1500 CC SLT,1192,True
6090487,2015,RAM,1500 CC SLT,1192,True
6090488,2016,RAM,1500 CC SLT,1192,True
6090489,2017,RAM,1500 CC SLT,1192,True
6090491,2014,RAM,1500 CC SLT,1192,True
6090494,2017,RAM,1500 CC SLT,1192,True
6090819,2015,RAM,1500 CC SLT,1192,True
6090820,2016,RAM,1500 CC SLT,1192,True
6090821,2013,RAM,1500 CC SLT,1192,True
6090825,2017,RAM,1500 CC SLT,1192,True
6090837,2014,RAM,1500 CC SLT,1192,True
6090838,2016,RAM,1500 CC SLT,1192,True
6090844,2013,RAM,1500 CC SLT,1192,True
6090846,2015,RAM,1500 CC SLT,1192,True
6090847,2016,RAM,1500 CC SLT,1192,True
6090848,2017,RAM,1500 CC SLT,1192,True
6090849,2018,RAM,1500 CC SLT,1192,True
6090852,2014,RAM,1500 CC SLT,1192,True
6090854,2013,RAM,1500 CC SLT,1192,True
6090855,2014,RAM,1500 CC SLT,1192,True
6090856,2015,RAM,1500 CC SLT,1192,True
6090857,2016,RAM,1500 CC SLT,1192,True
6090858,2017,RAM,1500 CC SLT,1192,True
6090861,2015,RAM,1500 CC SLT,1192,True
6090863,2017,RAM,1500 CC SLT,1192,True
6090866,2013,RAM,1500 CC SLT,1192,True
7400758,2015,RAM,1500 CC SLT,1192,True
7400759,2016,RAM,1500 CC SLT,1192,True
7400853,2018,RAM,1500 CC SLT,1192,True
7400856,2018,RAM,1500 CC SLT,1192,True
7400857,2018,RAM,1500 CC SLT,1192,True
7400875,2016,RAM,1500 CC SLT,1192,True
7400928,2018,RAM,1500 CC SLT,1192,True
7401004,2018,RAM,1500 CC SLT,1192,True
7401015,2015,RAM,1500 CC SLT,1192,True
7401219,2014,RAM,1500 CC SLT,1192,True
7401283,2017,RAM,1500 CC SLT,1192,True
7401525,2018,RAM,1500 CC SLT,1192,True
7401532,2018,RAM,1500 CC SLT,1192,True
7401541,2018,RAM,1500 CC SLT,1192,True
7401544,2018,RAM,1500 CC SLT,1192,True
7401598,2018,RAM,1500 CC SLT,1192,True
7401603,2017,RAM,1500 CC SLT,1192,True
7401791,2018,RAM,1500 CC SLT,1192,True
7401805,2018,RAM,1500 CC SLT,1192,True
7401812,2018,RAM,1500 CC SLT,1192,True
7401815,2018,RAM,1500 CC SLT,1192,True
7401816,2018,RAM,1500 CC SLT,1192,True
7401902,2018,RAM,1500 CC SLT,1192,True
7401903,2018,RAM,1500 CC SLT,1192,True
7446807,2018,RAM,1500 CC SLT,1192,True
7477264,2016,RAM,1500 CC SLT,1192,True
7484031,2013,RAM,1500 CC SLT,1192,True
7486885,2016,RAM,1500 CC SLT,1192,True
7495803,2018,RAM,1500 CC SLT,1192,True
7526820,2014,RAM,1500 CC SLT,1192,True
7529718,2015,RAM,1500 CC SLT,1192,True
7551288,2018,RAM,1500 CC SLT,1192,True
7551292,2017,RAM,1500 CC SLT,1192,True
7560885,2018,RAM,1500 CC SLT,1192,True
6112333,2014,FORD,ESCAPE SE,4776,True
6113004,2015,FORD,ESCAPE SE,4776,True
6113005,2016,FORD,ESCAPE SE,4776,True
6113006,2017,FORD,ESCAPE SE,4776,True
6113007,2013,FORD,ESCAPE SE,4776,True
6113008,2014,FORD,ESCAPE SE,4776,True
6113009,2015,FORD,ESCAPE SE,4776,True
6113039,2016,FORD,ESCAPE SE,4776,True
6113040,2013,FORD,ESCAPE SE,4776,True
6113041,2016,FORD,ESCAPE SE,4776,True
6114980,2014,FORD,ESCAPE SE,4776,True
6115770,2017,FORD,ESCAPE SE,4776,True
6162909,2014,FORD,ESCAPE SE,4776,True
6162912,2016,FORD,ESCAPE SE,4776,True
6166578,2017,FORD,ESCAPE SE,4776,True
6170440,2016,FORD,ESCAPE SE,4776,True
6173535,2013,FORD,ESCAPE SE,4776,True
6208722,2013,FORD,ESCAPE SE,4776,True
6208723,2014,FORD,ESCAPE SE,4776,True
6208724,2015,FORD,ESCAPE SE,4776,True
6208725,2017,FORD,ESCAPE SE,4776,True
6208726,2013,FORD,ESCAPE SE,4776,True
6208727,2014,FORD,ESCAPE SE,4776,True
6208728,2016,FORD,ESCAPE SE,4776,True
6209126,2017,FORD,ESCAPE SE,4776,True
6209740,2016,FORD,ESCAPE SE,4776,True
6209741,2017,FORD,ESCAPE SE,4776,True
6216516,2018,FORD,ESCAPE SE,4776,True
6216520,2014,FORD,ESCAPE SE,4776,True
6217629,2015,FORD,ESCAPE SE,4776,True
6217638,2013,FORD,ESCAPE SE,4776,True
6217639,2015,FORD,ESCAPE SE,4776,True
6219435,2013,FORD,ESCAPE SE,4776,True
6219437,2015,FORD,ESCAPE SE,4776,True
6219438,2016,FORD,ESCAPE SE,4776,True
6219440,2018,FORD,ESCAPE SE,4776,True
6219446,2018,FORD,ESCAPE SE,4776,True
6219462,2013,FORD,ESCAPE SE,4776,True
6219465,2013,FORD,ESCAPE SE,4776,True
6219466,2014,FORD,ESCAPE SE,4776,True
6219467,2015,FORD,ESCAPE SE,4776,True
6219468,2016,FORD,ESCAPE SE,4776,True
6219469,2017,FORD,ESCAPE SE,4776,True
6219470,2013,FORD,ESCAPE SE,4776,True
6219471,2014,FORD,ESCAPE SE,4776,True
6219478,2015,FORD,ESCAPE SE,4776,True
6219479,2016,FORD,ESCAPE SE,4776,True
6219480,2017,FORD,ESCAPE SE,4776,True
6219481,2018,FORD,ESCAPE SE,4776,True
6219513,2013,FORD,ESCAPE SE,4776,True
6219515,2015,FORD,ESCAPE SE,4776,True
6219516,2016,FORD,ESCAPE SE,4776,True
6219517,2017,FORD,ESCAPE SE,4776,True
6219520,2016,FORD,ESCAPE SE,4776,True
6219521,2017,FORD,ESCAPE SE,4776,True
6219531,2015,FORD,ESCAPE SE,4776,True
6219532,2017,FORD,ESCAPE SE,4776,True
6219533,2013,FORD,ESCAPE SE,4776,True
6219539,2015,FORD,ESCAPE SE,4776,True
6219540,2016,FORD,ESCAPE SE,4776,True
6219541,2017,FORD,ESCAPE SE,4776,True
6219543,2013,FORD,ESCAPE SE,4776,True
6219544,2014,FORD,ESCAPE SE,4776,True
6219545,2015,FORD,ESCAPE SE,4776,True
6219546,2016,FORD,ESCAPE SE,4776,True
6219547,2017,FORD,ESCAPE SE,4776,True
6219548,2014,FORD,ESCAPE SE,4776,True
6219558,2015,FORD,ESCAPE SE,4776,True
6219560,2018,FORD,ESCAPE SE,4776,True
6222107,2014,FORD,ESCAPE SE,4776,True
6222109,2013,FORD,ESCAPE SE,4776,True
6222110,2014,FORD,ESCAPE SE,4776,True
6222111,2015,FORD,ESCAPE SE,4776,True
6222112,2016,FORD,ESCAPE SE,4776,True
6222113,2013,FORD,ESCAPE SE,4776,True
6222114,2014,FORD,ESCAPE SE,4776,True
6222116,2016,FORD,ESCAPE SE,4776,True
6222119,2015,FORD,ESCAPE SE,4776,True
6222120,2016,FORD,ESCAPE SE,4776,True
6222121,2017,FORD,ESCAPE SE,4776,True
6222122,2018,FORD,ESCAPE SE,4776,True
6222153,2013,FORD,ESCAPE SE,4776,True
6222154,2014,FORD,ESCAPE SE,4776,True
6222156,2016,FORD,ESCAPE SE,4776,True
6222157,2017,FORD,ESCAPE SE,4776,True
6222160,2015,FORD,ESCAPE SE,4776,True
6222161,2017,FORD,ESCAPE SE,4776,True
6222162,2018,FORD,ESCAPE SE,4776,True
6222173,2016,FORD,ESCAPE SE,4776,True
6222174,2013,FORD,ESCAPE SE,4776,True
6222181,2017,FORD,ESCAPE SE,4776,True
6222186,2014,FORD,ESCAPE SE,4776,True
6222188,2016,FORD,ESCAPE SE,4776,True
6222189,2017,FORD,ESCAPE SE,4776,True
6222190,2018,FORD,ESCAPE SE,4776,True
6222191,2013,FORD,ESCAPE SE,4776,True
6222192,2014,FORD,ESCAPE SE,4776,True
6222199,2015,FORD,ESCAPE SE,4776,True
6222200,2016,FORD,ESCAPE SE,4776,True
6222201,2017,FORD,ESCAPE SE,4776,True
6222202,2018,FORD,ESCAPE SE,4776,True
6222203,2014,FORD,ESCAPE SE,4776,True
7405362,2018,FORD,ESCAPE SE,4776,True
7405366,2015,FORD,ESCAPE SE,4776,True
7406047,2018,FORD,ESCAPE SE,4776,True
7406238,2019,FORD,ESCAPE SE,4776,True
7408557,2015,FORD,ESCAPE SE,4776,True
7408567,2018,FORD,ESCAPE SE,4776,True
7408568,2019,FORD,ESCAPE SE,4776,True
7408569,2015,FORD,ESCAPE SE,4776,True
7408612,2018,FORD,ESCAPE SE,4776,True
7408613,2019,FORD,ESCAPE SE,4776,True
7408696,2018,FORD,ESCAPE SE,4776,True
7409163,2015,FORD,ESCAPE SE,4776,True
7409180,2019,FORD,ESCAPE SE,4776,True
7409181,2019,FORD,ESCAPE SE,4776,True
7409206,2018,FORD,ESCAPE SE,4776,True
7409207,2018,FORD,ESCAPE SE,4776,True
7409208,2019,FORD,ESCAPE SE,4776,True
7409212,2018,FORD,ESCAPE SE,4776,True
7409306,2019,FORD,ESCAPE SE,4776,True
7409312,2020,FORD,ESCAPE SE,4776,True
7409314,2020,FORD,ESCAPE SE,4776,True
7409315,2018,FORD,ESCAPE SE,4776,True
7409316,2019,FORD,ESCAPE SE,4776,True
7409325,2015,FORD,ESCAPE SE,4776,True
7409326,2019,FORD,ESCAPE SE,4776,True
7409332,2018,FORD,ESCAPE SE,4776,True
7409333,2019,FORD,ESCAPE SE,4776,True
7409334,2018,FORD,ESCAPE SE,4776,True
7409338,2019,FORD,ESCAPE SE,4776,True
7409480,2019,FORD,ESCAPE SE,4776,True
